mq,time_rel,velocity
0,0.0,0.0
0,0.05,0.0001281992489845852
0,0.1,0.0007034487772711196
0,0.15,-0.0011240319432977983
0,0.2,-0.003984772673088105
0,0.25,-0.00026186261661039054
0,0.3,-0.00759562415940027
0,0.35,-0.008470635304878509
0,0.4,-0.000988258230857678
0,0.45,-0.03411315669131434
0,0.5,-0.03066711689374445
0,0.55,-0.012285248325135114
0,0.6,-0.06135478831346773
0,0.65,-0.03411387670561113
0,0.7,-0.00871361429238611
0,0.75,-0.04436960787730405
0,0.8,-0.006527818347217146
0,0.85,-0.030826174229517136
0,0.9,-0.009848660445661453
0,0.95,0.09576942666764626
0,1.0,0.03739712123832264
0,1.05,0.011751756909924374
0,1.1,0.07749774849708875
0,1.15,-0.016246860603557848
0,1.2,-0.15231330345967642
0,1.25,-0.13251723335243001
0,1.3,-0.08857179399471059
0,1.35,-0.14421109202369228
0,1.4,-0.2635099005026961
0,1.45,-0.19049849259861093
0,1.5,0.05775480338947307
0,1.55,-0.2269230742988886
0,1.6,-0.2613596416495587
0,1.65,0.03851787460347087
0,1.7,-0.28412415445655054
0,1.75,-0.1085610609967543
0,1.8,0.014707132339618931
0,1.85,-0.0693135717091375
0,1.9,0.2637399717719262
0,1.95,-0.20754482387474432
0,2.0,-0.20316660076882215
0,2.05,0.4506161617323337
0,2.1,0.03610764000134854
0,2.15,-0.3406412453385203
0,2.2,0.12227332235776116
0,2.25,0.041038688632348726
0,2.3,-0.3296838666683053
0,2.35,-0.18667123674438377
0,2.4,-0.5892532848525769
0,2.45,-0.6255380874311245
0,2.5,-0.2591900024368401
0,2.55,-0.5294098972816303
0,2.6,-0.3320013486509609
0,2.65,0.18887241726400736
0,2.7,-0.21975493293344286
0,2.75,-0.5442362985808101
0,2.8,0.10588728439817609
0,2.85,-0.9241463095913084
0,2.9,-0.6534643500306492
0,2.95,1.2072898569191153
0,3.0,0.37679602336194234
0,3.05,0.7069356747526767
0,3.1,0.5840314696141519
0,3.15,-0.5079876892139414
0,3.2,-0.3301740163325408
0,3.25,-0.5811393527580534
0,3.3,-0.10378555681598159
0,3.35,-0.3837701854294498
0,3.4,-0.5926971512208736
0,3.45,-0.9938186017083754
0,3.5,-1.3013889704694126
0,3.55,-0.2648098823470888
0,3.6,-1.0333125994306638
0,3.65,-0.9362144101566603
0,3.7,-0.806711084551556
0,3.75,-0.9618682890326299
0,3.8,0.9242849007155545
0,3.85,0.7519265695170267
0,3.9,0.2245931793338029
0,3.95,0.25942202074296655
0,4.0,-0.0972897640658927
0,4.05,0.4576759297125591
0,4.1,0.24623368534133278
0,4.15,-0.5612759096552077
0,4.2,-0.00906311036163475
0,4.25,0.228884659068549
0,4.3,-1.5454706015387334
0,4.35,-2.2241473126941234
0,4.4,-1.216697179824443
0,4.45,-0.6846832815302052
0,4.5,-0.8531356960060915
0,4.55,-1.0285053631754153
0,4.6,0.4232278437411819
0,4.65,0.10606860407037665
0,4.7,-1.098166929013798
0,4.75,0.9162033815974829
0,4.8,0.45791298154395077
0,4.85,0.06859567313704823
0,4.9,1.2430915283702164
0,4.95,0.024098268885343027
0,5.0,3.265174460591784
0,5.05,3.999727960389304
0,5.1,0.36544271110139515
0,5.15,0.47141588412966656
0,5.2,-1.7528585384502058
0,5.25,-0.28740406973502697
0,5.3,3.183119828010181
0,5.35,-0.35337553782500014
0,5.4,-1.0163805054636206
0,5.45,0.9118138650493216
0,5.5,0.247738128707844
0,5.55,-1.305516396026326
0,5.6,-0.8599853386138346
0,5.65,0.019844661712822623
0,5.7,-1.1350140156515118
0,5.75,1.378553013485397
0,5.8,3.915693126023473
0,5.85,1.8715973217435502
0,5.9,0.017167182187398253
0,5.95,0.28087100199117415
0,6.0,2.6355177351346666
0,6.05,2.472860810926982
0,6.1,2.16511396344032
0,6.15,4.806976354333204
0,6.2,2.0897506393720624
0,6.25,0.6669357492867292
0,6.3,4.074841118978215
0,6.35,4.062053015059672
0,6.4,1.076276913551319
0,6.45,-2.6982538022161338
0,6.5,0.16491941034102098
0,6.55,1.3617443827758382
0,6.6,0.410333152524288
0,6.65,3.6163327544291937
0,6.7,0.9199199268013519
0,6.75,2.453019454502994
0,6.8,4.372913411448014
0,6.85,2.695548465287994
0,6.9,5.201514972716243
0,6.95,2.1440155944269437
0,7.0,4.2581269678840625
0,7.05,7.809177097495752
0,7.1,2.696693665368288
0,7.15,3.2990725407207475
0,7.2,4.77875895571916
0,7.25,3.192149189997445
0,7.3,2.6434696362457935
0,7.35,3.972510899628663
0,7.4,3.417746715394525
0,7.45,-0.4253214930613694
0,7.5,1.3289534253334228
0,7.55,0.08542052548220563
0,7.6,-0.446329445393681
0,7.65,6.327166068775171
0,7.7,1.8280505830145521
0,7.75,-0.9093613372211252
0,7.8,8.462709602999901
0,7.85,7.6608676394629756
0,7.9,2.9445900772008895
0,7.95,9.468599242772402
0,8.0,12.748402500256683
0,8.05,8.270706949750013
0,8.1,6.926394191091269
0,8.15,6.277612766312015
0,8.2,3.152595199445339
0,8.25,1.3216214640633097
0,8.3,9.138339509846173
0,8.35,9.624020319397049
0,8.4,-2.5004133460749047
0,8.45,1.2461654327111569
0,8.5,4.419514623177467
0,8.55,1.537191617272042
0,8.6,4.650153348961138
0,8.65,3.746697782776669
0,8.7,2.822412308214691
0,8.75,5.35678556591346
0,8.8,8.508635303280357
0,8.85,9.309899220683851
0,8.9,4.520441327655443
0,8.95,4.566771417955215
0,9.0,12.982754987350686
0,9.05,6.292154748255107
0,9.1,3.3573270742000827
0,9.15,13.237941810660798
0,9.2,7.862413837431483
0,9.25,7.941281462962839
0,9.3,9.426536010803382
0,9.35,2.576132026806935
0,9.4,1.3246669828874167
0,9.45,-5.749134922616204
0,9.5,-3.694615288835156
0,9.55,1.1938146613425755
0,9.6,0.208134930897901
0,9.65,10.25767248440897
0,9.7,4.266762250560815
0,9.75,-3.037369474842494
0,9.8,5.379536457350915
0,9.85,4.558390438791025
0,9.9,2.6663960338658184
0,9.95,5.172842831630203
0,10.0,7.5470883283872015
0,10.05,11.230350284770747
0,10.1,10.055480236968148
0,10.15,5.543032601417455
0,10.2,7.263961477361624
0,10.25,4.515103032692158
0,10.3,0.9582481309511932
0,10.35,-0.3722999840584149
0,10.4,-5.965621030350134
0,10.45,-2.7170391195915515
0,10.5,-0.9787975488184466
0,10.55,0.9884600015771375
0,10.6,2.391693251164511
0,10.65,-0.409073876096075
0,10.7,2.8343640199077007
0,10.75,0.3976814291659688
0,10.8,-3.5278277225484427
0,10.85,-4.602970240750311
0,10.9,0.39939947857985786
0,10.95,3.579451768494773
0,11.0,5.744326964544825
0,11.05,10.531759688153748
0,11.1,-0.03354755658358895
0,11.15,-1.7900725624069083
0,11.2,0.6227686030498377
0,11.25,-5.167506492644012
0,11.3,0.8514937701325351
0,11.35,-7.2961394254711625
0,11.4,-14.66261234503251
0,11.45,1.783296299626627
0,11.5,-3.5401929052323404
0,11.55,-13.156786433544973
0,11.6,-8.787101455286143
0,11.65,-15.03444037872603
0,11.7,-10.607799787691079
0,11.75,-6.834254147736912
0,11.8,-5.918220436900951
0,11.85,4.076590882793979
0,11.9,-0.3388244124446813
0,11.95,3.3862900702479393
0,12.0,12.932593968044618
0,12.05,0.6531632717867353
0,12.1,-15.6287569381768
0,12.15,-13.442296949300708
0,12.2,0.9156246294807109
